Number,Identifier,Transect,Point,Monitor,Distance_from_treatment,Location,Treatment,Date,Start_date,Time,com_pip_passes,com_pip_fb,sop_pip_passes,sop_pip_fb,nat_pip_passes,noid_pip_passes,noid_pip_fb,nls_passes,myotis_passes,unknown_passes,unknown_fb,social_calls,Comments,,
566,Emma Little,2,2,a,5,Experimental,Light_Sound,01/06/2023,31/05/2023,04:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
567,Emma Little,2,2,a,5,Experimental,Light_Sound,01/06/2023,31/05/2023,04:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
568,Emma Little,2,2,a,5,Experimental,Light_Sound,01/06/2023,31/05/2023,04:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
569,Emma Little,2,2,a,5,Experimental,Light_Sound,01/06/2023,31/05/2023,04:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
570,Emma Little,2,2,a,5,Experimental,Light_Sound,01/06/2023,31/05/2023,04:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
571,Emma Little,2,2,a,5,Experimental,Light_Sound,01/06/2023,31/05/2023,05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
572,Emma Little,2,2,a,5,Experimental,Light_Sound,01/06/2023,31/05/2023,05:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
573,Emma Little,2,2,a,5,Experimental,Light_Sound,01/06/2023,31/05/2023,05:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
574,Emma Little,2,2,a,5,Experimental,Light_Sound,01/06/2023,31/05/2023,05:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
575,Emma Little,2,2,a,5,Experimental,Light_Sound,01/06/2023,31/05/2023,05:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
576,Emma Little,2,2,a,5,Experimental,Light_Sound,01/06/2023,31/05/2023,05:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
577,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
578,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,20:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
579,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,20:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
580,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,20:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
581,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,20:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
582,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,20:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
583,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,20:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
584,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,20:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
585,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,20:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
586,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,20:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
587,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
588,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,21:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
589,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,21:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
590,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,21:18:00,0,0,3,0,0,0,0,0,0,0,0,0,v distant,3,3
591,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,21:24:00,0,0,0,0,0,0,0,0,0,0,0,0,poss pip but too distant to see call shape,0,0
592,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,21:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
593,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,21:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
594,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,21:42:00,0,0,0,0,0,0,0,0,1,0,0,0,natterers,1,0
595,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,21:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
596,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,21:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
597,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
598,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,22:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
599,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,22:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
600,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,22:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
601,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,22:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
602,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,22:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
603,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,22:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
604,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,22:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
605,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,22:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
606,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,22:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
607,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
608,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,23:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
609,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,23:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
610,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,23:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
611,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,23:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
612,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,23:30:00,0,0,1,0,0,0,0,0,0,0,0,0,,1,0
613,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,23:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
614,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,23:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
615,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,23:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
616,Emma Little,2,2,a,5,Experimental,Sound,01/06/2023,01/06/2023,23:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
617,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
618,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,00:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
619,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,00:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
620,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,00:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
621,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,00:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
622,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,00:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
623,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,00:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
624,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,00:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
625,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,00:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
626,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,00:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
627,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
628,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,01:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
629,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,01:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
630,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,01:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
631,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,01:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
632,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,01:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
633,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,01:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
634,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,01:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
635,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,01:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
636,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,01:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
637,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
638,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,02:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
639,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,02:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
640,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,02:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
641,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,02:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
642,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,02:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
643,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,02:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
644,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,02:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
645,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,02:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
646,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,02:54:00,0,0,1,0,0,0,0,0,0,0,0,0,,1,0
647,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
648,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,03:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
649,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,03:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
650,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,03:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
651,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,03:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
652,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,03:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
653,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,03:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
654,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,03:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
655,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,03:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
656,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,03:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
657,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
658,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,04:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
659,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,04:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
660,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,04:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
661,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,04:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
662,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,04:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
663,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,04:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
664,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,04:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
665,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,04:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
666,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,04:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
667,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
668,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,05:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
669,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,05:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
670,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,05:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
671,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,05:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
672,Emma Little,2,2,a,5,Experimental,Sound,02/06/2023,01/06/2023,05:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
673,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
674,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,20:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
675,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,20:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
676,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,20:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
677,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,20:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
678,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,20:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
679,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,20:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
680,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,20:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
681,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,20:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
682,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,20:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
683,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
684,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,21:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
685,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,21:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
686,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,21:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
687,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,21:24:00,0,0,2,0,0,0,0,0,0,0,0,0,v distant,2,2
688,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,21:30:00,0,0,1,0,0,0,0,0,0,0,0,0,v distant,1,1
689,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,21:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
690,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,21:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
691,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,21:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
692,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,21:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
693,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,22:00:00,0,0,0,0,0,0,0,0,2,0,0,0,,2,0
694,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,22:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
695,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,22:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
696,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,22:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
697,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,22:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
698,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,22:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
699,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,22:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
700,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,22:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
701,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,22:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
702,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,22:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
703,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
704,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,23:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
705,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,23:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
706,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,23:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
707,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,23:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
708,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,23:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
709,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,23:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
710,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,23:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
711,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,23:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
712,Emma Little,2,2,a,5,Experimental,Control,02/06/2023,02/06/2023,23:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
713,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
714,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,00:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
715,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,00:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
716,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,00:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
717,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,00:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
718,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,00:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
719,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,00:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
720,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,00:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
721,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,00:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
722,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,00:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
723,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
724,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,01:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
725,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,01:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
726,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,01:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
727,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,01:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
728,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,01:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
729,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,01:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
730,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,01:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
731,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,01:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
732,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,01:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
733,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
734,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,02:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
735,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,02:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
736,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,02:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
737,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,02:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
738,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,02:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
739,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,02:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
740,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,02:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
741,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,02:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
742,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,02:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
743,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
744,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,03:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
745,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,03:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
746,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,03:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
747,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,03:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
748,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,03:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
749,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,03:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
750,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,03:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
751,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,03:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
752,Emma Little,2,2,a,5,Experimental,Control,03/06/2023,02/06/2023,03:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
